"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/04/10","2,620.0","2,658.5","2,616.5","2,647.0","+41.0","4,885,100","168,200","7,500","0.04","0.05","-","2,544.2","2,421.1","3,636,100","2,896,624"
"2015/04/13","2,660.0","2,694.5","2,645.5","2,683.5","+36.5","3,655,100","198,700","8,900","0.04","0.05","-","2,596.0","2,435.9","4,133,000","2,955,712"
"2015/04/14","2,700.0","2,726.0","2,668.0","2,693.0","+9.5","2,630,500","199,000","20,900","0.11","0.05","-","2,639.6","2,451.4","3,979,960","2,978,024"
"2015/04/15","2,688.0","2,729.0","2,655.5","2,719.5","+26.5","3,394,300","246,100","85,900","0.35","0.05","-","2,670.0","2,466.5","3,614,100","3,012,812"
"2015/04/16","2,718.5","2,740.0","2,683.5","2,732.5","+13.0","2,731,500","263,200","87,800","0.33","0.05","-","2,695.4","2,479.5","3,459,300","2,999,748"
"2015/04/17","2,716.0","2,763.0","2,706.5","2,710.0","-22.5","3,000,000","314,200","86,600","0.28","0.05","-","2,708.0","2,490.4","3,082,280","2,912,828"
"2015/04/20","2,660.0","2,706.5","2,621.5","2,693.0","-17.0","2,394,800","280,900","85,300","0.30","0.05","-","2,709.8","2,500.4","2,830,220","2,931,760"
"2015/04/21","2,688.0","2,731.0","2,670.5","2,731.0","+38.0","2,696,000","253,200","85,400","0.34","0.05","-","2,717.4","2,512.2","2,843,320","2,967,992"
"2015/04/22","2,681.0","2,778.5","2,678.0","2,778.5","+47.5","2,605,000","249,600","77,800","0.31","0.05","-","2,729.2","2,525.4","2,685,460","3,013,404"
"2015/04/23","2,783.0","2,811.0","2,762.5","2,781.0","+2.5","2,746,200","244,900","78,800","0.32","0.05","-","2,738.8","2,539.4","2,688,400","3,020,968"
"2015/04/24","2,770.0","2,775.0","2,707.0","2,715.0","-66.0","2,779,000","147,000","84,600","0.58","0.05","-","2,739.8","2,551.2","2,644,200","3,029,416"
"2015/04/27","2,752.5","2,753.0","2,709.0","2,723.5","+8.5","1,833,800","154,600","81,200","0.53","0.00","-","2,746.0","2,564.0","2,532,000","2,985,680"
"2015/04/28","2,730.0","2,789.0","2,721.5","2,765.5","+42.0","2,384,100","218,300","82,400","0.38","0.05","-","2,753.0","2,579.3","2,469,620","2,953,888"
"2015/04/30","2,740.0","2,740.0","2,671.0","2,678.0","-87.5","3,371,900","161,800","98,100","0.61","0.00","-","2,732.8","2,591.6","2,623,000","2,975,392"
