"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/03/02","489.0","489.0","464.0","468.0","-21.0","8,621,900","573,000","1,418,600","2.48","-","-","486.6","443.6","10,030,240","13,297,376"
"2015/03/03","472.0","482.0","466.0","468.0","0.0","11,437,700","611,400","1,165,900","1.91","-","-","480.0","446.4","9,684,400","13,369,804"
"2015/03/04","470.0","481.0","461.0","478.0","+10.0","14,026,100","675,800","1,181,400","1.75","-","-","477.0","449.6","11,294,400","13,578,260"
"2015/03/05","476.0","480.0","468.0","468.0","-10.0","7,592,700","639,100","1,395,600","2.18","-","-","474.2","451.8","10,006,380","13,327,812"
"2015/03/06","470.0","477.0","464.0","476.0","+8.0","5,436,300","660,600","1,004,600","1.52","-","-","471.6","454.5","9,422,940","13,222,184"
"2015/03/09","500.0","501.0","477.0","481.0","+5.0","30,829,000","1,121,100","1,823,600","1.63","-","-","474.2","457.2","13,864,360","14,222,352"
"2015/03/10","485.0","490.0","464.0","472.0","-9.0","15,895,800","912,100","1,926,400","2.11","-","-","475.0","459.3","14,755,980","14,560,876"
"2015/03/11","470.0","473.0","463.0","468.0","-4.0","9,778,000","887,600","1,337,800","1.51","-","-","473.0","461.9","13,906,360","14,623,724"
"2015/03/12","471.0","473.0","441.0","442.0","-26.0","20,171,700","535,800","1,608,000","3.00","-","-","467.8","463.0","16,422,160","15,168,652"
"2015/03/13","445.0","449.0","443.0","445.0","+3.0","10,110,000","503,400","1,457,700","2.90","-","-","461.6","464.1","17,356,900","15,276,980"
"2015/03/16","444.0","445.0","437.0","441.0","-4.0","7,849,500","520,200","1,531,200","2.94","-","-","453.6","465.0","12,761,000","15,350,984"
"2015/03/17","444.0","446.0","433.0","434.0","-7.0","8,099,300","513,800","1,330,200","2.59","-","-","446.0","465.2","11,201,700","15,201,576"
"2015/03/18","431.0","439.0","430.0","435.0","+1.0","6,019,000","511,800","1,294,100","2.52","-","-","439.4","465.8","10,449,900","14,967,948"
"2015/03/19","436.0","438.0","420.0","423.0","-12.0","11,948,900","265,700","1,611,200","6.06","-","-","435.6","466.0","8,805,340","15,134,480"
"2015/03/20","424.0","443.0","420.0","443.0","+20.0","9,742,600","212,700","1,289,400","6.06","-","-","435.2","465.1","8,731,860","13,332,008"
"2015/03/23","448.0","452.0","431.0","443.0","0.0","11,372,400","206,300","1,615,500","7.83","-","-","435.6","464.8","9,436,440","13,055,732"
"2015/03/24","442.0","442.0","433.0","441.0","-2.0","6,683,400","217,400","1,767,300","8.13","-","-","437.0","464.2","9,153,260","12,940,772"
"2015/03/25","436.0","442.0","433.0","436.0","-5.0","5,584,000","211,000","1,835,900","8.69","-","-","437.2","463.1","9,066,260","12,741,060"
"2015/03/26","430.0","432.0","415.0","426.0","-10.0","18,138,800","175,100","1,778,300","10.16","-","-","437.8","461.6","10,304,240","13,243,956"
