"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/02/23","2,100.0","2,157.5","2,100.0","2,150.0","+47.5","43,300","0","27,400","0.00","-","-","2,137.2","2,221.2","41,860","55,440"
"2015/02/24","2,157.5","2,207.5","2,150.0","2,162.5","+12.5","55,800","0","25,300","0.00","-","-","2,139.2","2,217.8","46,100","56,728"
"2015/02/25","2,172.5","2,175.0","2,077.5","2,082.5","-80.0","104,000","0","27,900","0.00","-","-","2,124.8","2,210.9","60,080","59,728"
"2015/02/26","2,050.0","2,060.0","2,010.0","2,035.0","-47.5","109,000","0","31,900","0.00","-","-","2,106.8","2,204.1","70,780","62,432"
"2015/02/27","2,035.0","2,102.5","2,035.0","2,062.5","+27.5","71,500","0","32,500","0.00","-","-","2,098.8","2,199.0","76,720","64,472"
"2015/03/02","2,097.5","2,105.0","2,017.5","2,030.0","-32.5","64,100","0","32,900","0.00","-","-","2,074.8","2,195.7","80,880","65,132"
"2015/03/03","2,025.0","2,040.0","2,015.0","2,030.0","0.0","41,800","0","33,700","0.00","-","-","2,048.2","2,189.2","78,080","65,532"
"2015/03/04","2,017.5","2,087.5","2,010.0","2,077.5","+47.5","40,800","0","33,000","0.00","-","-","2,047.2","2,185.1","65,440","65,624"
"2015/03/05","2,085.0","2,085.0","2,052.5","2,062.5","-15.0","38,800","0","33,400","0.00","-","-","2,052.8","2,181.3","51,400","63,568"
"2015/03/06","2,050.0","2,080.0","2,032.5","2,037.5","-25.0","35,300","0","34,400","0.00","-","-","2,047.8","2,170.9","44,160","59,724"
"2015/03/09","2,027.5","2,077.5","2,012.5","2,072.5","+35.0","55,900","0","34,600","0.00","-","-","2,056.4","2,156.1","42,520","54,336"
"2015/03/10","2,072.5","2,075.0","2,035.0","2,065.0","-7.5","37,300","0","34,400","0.00","-","-","2,063.4","2,141.2","41,620","50,912"
"2015/03/11","2,060.0","2,075.0","2,050.0","2,062.5","-2.5","20,200","0","34,300","0.00","-","-","2,060.4","2,130.6","37,500","47,696"
"2015/03/12","2,072.5","2,075.0","2,045.0","2,075.0","+12.5","23,600","0","34,300","0.00","-","-","2,062.8","2,123.8","34,460","45,380"
"2015/03/13","2,075.0","2,087.5","2,040.0","2,067.5","-7.5","55,000","0","36,000","0.00","-","-","2,068.8","2,116.9","38,400","45,992"
"2015/03/16","2,160.0","2,290.0","2,160.0","2,222.5","+155.0","191,700","0","32,700","0.00","-","-","2,098.8","2,116.0","65,560","52,132"
"2015/03/17","2,285.0","2,287.5","2,182.5","2,222.5","0.0","112,900","0","31,700","0.00","-","-","2,130.4","2,115.8","80,680","55,068"
"2015/03/18","2,200.0","2,297.5","2,197.5","2,240.0","+17.5","101,000","0","32,800","0.00","-","-","2,165.8","2,116.1","96,840","58,128"
"2015/03/19","2,250.0","2,285.0","2,250.0","2,282.5","+42.5","51,400","0","32,300","0.00","-","-","2,207.4","2,118.9","102,400","59,048"
"2015/03/20","2,300.0","2,350.0","2,230.0","2,280.0","-2.5","170,600","0","33,700","0.00","-","-","2,249.8","2,122.0","125,520","64,700"
"2015/03/23","2,315.0","2,345.0","2,200.0","2,220.0","-60.0","123,400","0","29,300","0.00","-","-","2,249.2","2,123.2","111,860","68,536"
