"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/03/02","813.0","823.0","805.0","820.0","+1.0","2,144,000","402,000","357,000","0.89","0.00","-","805.2","747.7","2,255,000","2,879,560"
"2015/03/03","820.0","829.0","816.0","821.0","+1.0","1,574,000","446,000","337,000","0.76","0.05","-","809.6","751.9","2,248,000","2,875,720"
"2015/03/04","817.0","820.0","801.0","806.0","-15.0","1,821,000","376,000","392,000","1.04","-","-","811.6","755.4","2,265,800","2,876,280"
"2015/03/05","810.0","814.0","806.0","811.0","+5.0","904,000","382,000","329,000","0.86","0.05","-","815.4","760.4","2,020,200","2,689,040"
"2015/03/06","816.0","835.0","811.0","832.0","+21.0","2,340,000","520,000","394,000","0.76","0.00","-","818.0","765.7","1,756,600","2,640,560"
"2015/03/09","824.0","830.0","819.0","824.0","-8.0","1,398,000","479,000","348,000","0.73","0.05","-","818.8","770.5","1,607,400","2,582,640"
"2015/03/10","830.0","854.0","829.0","838.0","+14.0","3,369,000","543,000","369,000","0.68","0.05","-","822.2","776.6","1,966,400","2,632,440"
"2015/03/11","827.0","846.0","823.0","828.0","-10.0","2,172,000","476,000","396,000","0.83","0.05","-","826.6","782.5","2,036,600","2,645,440"
"2015/03/12","834.0","839.0","825.0","835.0","+7.0","2,132,000","479,000","410,000","0.86","0.05","-","831.4","787.8","2,282,200","2,652,560"
"2015/03/13","848.0","869.0","840.0","865.0","+30.0","4,092,000","564,000","378,000","0.67","0.05","-","838.0","794.8","2,632,600","2,747,000"
"2015/03/16","851.0","896.0","850.0","884.0","+19.0","3,753,000","632,000","293,000","0.46","0.05","-","850.0","802.7","3,103,600","2,822,120"
"2015/03/17","893.0","899.0","885.0","891.0","+7.0","2,141,000","721,000","261,000","0.36","0.05","-","860.6","810.4","2,858,000","2,747,920"
"2015/03/18","891.0","904.0","888.0","903.0","+12.0","2,005,000","698,000","245,000","0.35","0.05","-","875.6","818.4","2,824,600","2,639,520"
"2015/03/19","888.0","895.0","874.0","890.0","-13.0","3,359,000","539,000","259,000","0.48","0.05","-","886.6","824.3","3,070,000","2,563,160"
"2015/03/20","891.0","909.0","881.0","906.0","+16.0","2,519,000","514,000","253,000","0.49","0.05","-","894.8","829.6","2,755,400","2,464,960"
"2015/03/23","966.0","976.0","925.0","966.0","+60.0","13,879,000","502,000","245,000","0.49","0.05","-","911.2","837.3","4,780,600","2,910,480"
"2015/03/24","957.0","1,004.0","955.0","978.0","+12.0","8,402,000","473,000","210,000","0.44","0.00","-","928.6","845.1","6,032,800","3,140,040"
"2015/03/25","976.0","988.0","954.0","969.0","-9.0","3,029,000","483,000","181,000","0.37","0.05","-","941.8","851.6","6,237,600","3,079,760"
"2015/03/26","953.0","959.0","928.0","950.0","-19.0","5,016,000","463,000","240,000","0.52","0.05","-","953.8","857.3","6,569,000","3,172,680"
"2015/03/27","952.0","953.0","908.0","919.0","-31.0","3,158,000","379,000","299,000","0.79","0.05","-","956.4","861.7","6,696,800","3,231,880"
"2015/03/30","890.0","921.0","884.0","916.0","-3.0","2,643,000","407,000","228,000","0.56","0.05","-","946.4","866.3","4,449,600","3,239,240"
"2015/03/31","925.0","935.0","910.0","910.0","-6.0","2,687,000","455,000","247,000","0.54","0.00","-","932.8","870.7","3,306,600","3,282,360"
"2015/04/01","915.0","916.0","891.0","891.0","-19.0","2,214,000","368,000","273,000","0.74","0.05","-","917.2","874.5","3,143,600","3,301,640"
"2015/04/02","893.0","893.0","868.0","877.0","-14.0","3,943,000","262,000","360,000","1.37","-","-","902.6","877.9","2,929,000","3,374,080"
"2015/04/03","871.0","882.0","861.0","872.0","-5.0","2,109,000","269,000","213,000","0.79","0.00","-","893.2","880.0","2,719,200","3,312,120"
"2015/04/06","863.0","894.0","863.0","881.0","+9.0","2,464,000","294,000","299,000","1.02","-","-","886.2","882.5","2,683,400","3,324,920"
"2015/04/07","891.0","900.0","877.0","881.0","0.0","2,007,000","297,000","243,000","0.82","0.00","-","880.4","884.9","2,547,400","3,342,240"
"2015/04/08","883.0","890.0","880.0","883.0","+2.0","1,002,000","292,000","301,000","1.03","-","-","878.8","888.0","2,305,000","3,309,480"
"2015/04/09","894.0","911.0","889.0","904.0","+21.0","1,885,000","246,000","253,000","1.03","-","-","884.2","891.7","1,893,400","3,348,720"
"2015/04/10","902.0","908.0","885.0","890.0","-14.0","2,038,000","233,000","281,000","1.21","-","-","887.8","894.0","1,879,200","3,336,640"
"2015/04/13","894.0","899.0","882.0","882.0","-8.0","1,106,000","251,000","265,000","1.06","-","-","888.0","896.3","1,607,600","3,324,960"
"2015/04/14","889.0","916.0","866.0","868.0","-14.0","4,251,000","188,000","331,000","1.76","-","-","885.4","897.5","2,056,400","3,360,240"
"2015/04/15","850.0","866.0","841.0","861.0","-7.0","2,487,000","173,000","298,000","1.72","-","-","881.0","898.8","2,353,400","3,372,840"
"2015/04/16","856.0","860.0","849.0","853.0","-8.0","2,186,000","170,000","276,000","1.62","-","-","870.8","899.6","2,413,600","3,375,000"
"2015/04/17","809.0","828.0","803.0","825.0","-28.0","7,913,000","179,000","391,000","2.18","-","-","857.8","898.0","3,588,600","3,527,840"
"2015/04/20","810.0","826.0","810.0","816.0","-9.0","2,407,000","197,000","312,000","1.58","-","-","844.6","895.2","3,848,800","3,474,000"
"2015/04/21","819.0","825.0","807.0","821.0","+5.0","2,991,000","190,000","382,000","2.00","-","-","835.2","892.4","3,596,800","3,508,000"
"2015/04/22","835.0","842.0","823.0","827.0","+6.0","2,635,000","202,000","418,000","2.06","-","-","828.4","889.4","3,626,400","3,533,200"
"2015/04/23","842.0","858.0","830.0","838.0","+11.0","3,086,000","189,000","390,000","2.06","-","-","825.4","887.3","3,806,400","3,522,280"
"2015/04/24","828.0","833.0","818.0","827.0","-11.0","2,298,000","205,000","398,000","1.94","-","-","825.8","884.2","2,683,400","3,513,440"
"2015/04/27","827.0","837.0","818.0","819.0","-8.0","2,340,000","196,000","393,000","2.00","-","-","826.4","878.3","2,670,000","3,051,880"
"2015/04/28","828.0","836.0","820.0","824.0","+5.0","2,609,000","224,000","398,000","1.78","-","-","827.0","872.1","2,593,600","2,820,160"
"2015/04/30","822.0","829.0","813.0","816.0","-8.0","2,728,000","230,000","387,000","1.68","-","-","824.8","866.0","2,612,200","2,808,120"
"2015/05/01","816.0","822.0","795.0","807.0","-9.0","1,938,000","194,000","263,000","1.36","-","-","818.6","860.3","2,382,600","2,685,000"
"2015/05/07","814.0","820.0","803.0","812.0","+5.0","1,997,000","224,000","240,000","1.07","-","-","815.6","856.0","2,322,400","2,638,560"
