"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/04/23","3,492.0","3,524.0","3,434.0","3,463.5","-10.0","1,752,300","39,500","41,500","1.05","-","-","3,420.4","3,420.3","1,560,500","1,606,276"
"2015/04/24","3,460.0","3,519.0","3,446.0","3,500.5","+37.0","1,948,000","112,300","29,500","0.26","0.05","-","3,447.8","3,420.3","1,648,180","1,626,092"
"2015/04/27","3,502.0","3,525.0","3,443.0","3,459.0","-41.5","962,200","46,600","43,600","0.94","0.00","-","3,469.8","3,418.8","1,622,820","1,614,408"
"2015/04/28","3,484.0","3,535.5","3,479.0","3,512.5","+53.5","1,069,100","59,600","20,300","0.34","0.05","-","3,482.2","3,420.0","1,575,820","1,593,916"
"2015/04/30","3,442.5","3,481.5","3,410.0","3,442.5","-70.0","1,788,900","41,900","19,400","0.46","0.05","-","3,476.0","3,418.0","1,504,100","1,618,156"
"2015/05/01","3,450.5","3,466.0","3,387.5","3,419.0","-23.5","1,307,700","34,200","47,500","1.39","-","-","3,467.0","3,415.4","1,415,180","1,610,348"
"2015/05/07","3,433.0","3,510.0","3,423.5","3,443.5","+24.5","1,503,900","47,300","21,800","0.46","0.05","-","3,455.6","3,414.3","1,326,360","1,587,360"
"2015/05/08","3,467.0","3,562.0","3,465.0","3,552.5","+109.0","1,819,400","130,800","12,300","0.09","0.05","-","3,474.4","3,417.8","1,497,800","1,597,724"
"2015/05/11","3,592.0","3,603.0","3,497.0","3,507.0","-45.5","1,595,300","48,300","27,100","0.56","0.05","-","3,473.2","3,423.3","1,603,040","1,589,644"
"2015/05/12","3,568.0","3,656.5","3,552.5","3,656.0","+149.0","3,052,100","89,300","9,800","0.11","0.05","-","3,515.8","3,435.9","1,855,680","1,623,932"
"2015/05/13","3,586.0","3,636.0","3,567.0","3,595.0","-61.0","2,199,400","78,800","9,900","0.13","0.05","-","3,551.0","3,443.3","2,034,020","1,621,224"
"2015/05/14","3,600.0","3,669.5","3,580.0","3,630.0","+35.0","2,201,500","81,800","7,800","0.10","0.05","-","3,588.2","3,450.9","2,173,540","1,672,008"
"2015/05/15","3,614.5","3,616.0","3,539.5","3,573.5","-56.5","2,563,100","38,500","55,600","1.44","-","-","3,592.4","3,457.6","2,322,280","1,750,508"
"2015/05/18","3,612.5","3,780.5","3,586.5","3,755.0","+181.5","2,388,800","98,000","4,700","0.05","0.05","-","3,642.0","3,468.2","2,480,980","1,785,856"
"2015/05/19","3,767.5","3,809.5","3,727.0","3,746.0","-9.0","2,301,000","56,800","49,800","0.88","0.05","-","3,660.0","3,481.8","2,330,760","1,794,092"
"2015/05/20","3,745.0","3,767.0","3,681.5","3,681.5","-64.5","2,465,100","56,700","143,200","2.53","-","-","3,677.4","3,492.1","2,383,900","1,841,644"
"2015/05/21","3,821.5","3,922.0","3,795.0","3,880.5","+199.0","4,282,900","87,300","74,400","0.85","0.00","-","3,727.6","3,511.2","2,800,180","1,964,872"
"2015/05/22","3,830.0","3,848.5","3,757.0","3,770.5","-110.0","1,788,000","57,600","148,600","2.58","-","-","3,767.0","3,529.8","2,645,160","1,936,644"
"2015/05/25","3,800.0","3,815.0","3,780.0","3,789.5","+19.0","2,274,300","55,800","17,900","0.32","0.00","-","3,774.0","3,550.9","2,622,260","1,957,852"
"2015/05/26","3,800.5","3,837.5","3,764.0","3,826.5","+37.0","1,629,600","59,100","47,500","0.80","0.00","-","3,790.2","3,571.5","2,487,980","1,959,424"
"2015/05/27","3,789.0","3,806.0","3,745.0","3,791.5","-35.0","2,627,100","55,900","70,100","1.25","-","-","3,812.2","3,585.6","2,520,380","1,982,796"
"2015/05/28","3,820.0","3,915.0","3,820.0","3,861.5","+70.0","2,153,700","80,700","39,600","0.49","0.00","-","3,808.4","3,605.5","2,094,540","2,008,560"
"2015/05/29","3,861.0","3,918.0","3,861.0","3,865.0","+3.5","3,349,700","90,900","62,300","0.69","0.00","-","3,827.2","3,626.1","2,406,880","2,098,988"
"2015/06/01","3,863.5","3,928.0","3,822.0","3,919.0","+54.0","1,920,700","62,400","84,600","1.36","-","-","3,853.0","3,644.8","2,336,160","2,123,652"
"2015/06/02","3,935.0","3,975.0","3,931.0","3,954.0","+35.0","2,412,800","69,500","70,800","1.02","-","-","3,878.4","3,664.0","2,492,800","2,134,264"
"2015/06/03","3,956.0","3,999.5","3,946.0","3,980.0","+26.0","2,518,100","84,700","63,300","0.75","0.00","-","3,916.0","3,684.7","2,471,000","2,164,896"
"2015/06/04","3,990.0","4,046.0","3,941.0","4,011.0","+31.0","3,319,500","78,100","85,100","1.09","-","-","3,945.8","3,705.1","2,704,160","2,219,756"
"2015/06/05","3,969.0","3,971.0","3,894.0","3,950.0","-61.0","2,359,700","70,000","93,100","1.33","-","-","3,962.8","3,724.7","2,506,160","2,275,656"
"2015/06/08","3,950.0","3,958.0","3,880.0","3,921.0","-29.0","1,830,200","72,900","119,800","1.64","-","-","3,963.2","3,741.0","2,488,060","2,306,100"
"2015/06/09","3,880.0","3,895.0","3,800.5","3,811.5","-109.5","2,610,700","55,200","81,900","1.48","-","-","3,934.8","3,755.8","2,527,640","2,338,972"
"2015/06/10","3,809.5","3,834.0","3,762.5","3,773.0","-38.5","2,150,400","57,000","63,100","1.11","-","-","3,893.4","3,770.0","2,454,100","2,372,680"
"2015/06/11","3,763.0","3,815.0","3,752.5","3,773.5","+0.5","2,536,800","68,300","70,300","1.03","-","-","3,846.0","3,783.2","2,297,560","2,413,996"
