"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/04/28","4,710.0","5,290.0","4,695.0","5,180.0","+480.0","3,458,800","192,900","11,600","0.06","0.10","-","4,803.0","4,536.0","1,023,400","761,300"
"2015/04/30","5,250.0","5,580.0","5,230.0","5,490.0","+310.0","3,559,600","303,000","14,200","0.05","0.10","-","4,957.0","4,578.2","1,630,620","863,580"
"2015/05/01","5,340.0","5,570.0","5,300.0","5,540.0","+50.0","2,002,300","244,800","18,500","0.08","0.10","-","5,120.0","4,625.2","1,949,640","920,200"
"2015/05/07","5,320.0","5,440.0","5,250.0","5,370.0","-170.0","2,207,500","190,900","9,100","0.05","0.10","-","5,256.0","4,668.4","2,319,800","980,244"
"2015/05/08","5,370.0","5,470.0","5,260.0","5,400.0","+30.0","1,143,600","168,900","9,200","0.05","0.10","-","5,396.0","4,710.0","2,474,360","998,532"
"2015/05/11","5,500.0","5,540.0","5,400.0","5,420.0","+20.0","784,000","168,800","9,200","0.05","0.10","-","5,444.0","4,752.4","1,939,400","993,760"
"2015/05/12","5,470.0","5,490.0","5,350.0","5,440.0","+20.0","1,148,700","157,100","11,500","0.07","0.10","-","5,434.0","4,800.6","1,457,220","1,001,768"
"2015/05/13","5,390.0","5,490.0","5,350.0","5,430.0","-10.0","903,800","128,100","10,500","0.08","0.10","-","5,412.0","4,845.0","1,237,520","1,005,720"
"2015/05/14","5,410.0","5,440.0","5,330.0","5,370.0","-60.0","985,500","121,100","10,700","0.09","0.10","-","5,412.0","4,882.0","993,120","1,008,896"
"2015/05/15","5,360.0","5,400.0","5,280.0","5,350.0","-20.0","1,125,400","106,800","13,200","0.12","0.10","-","5,402.0","4,918.8","989,480","1,027,632"
"2015/05/18","5,340.0","5,380.0","5,280.0","5,330.0","-20.0","831,200","95,000","14,800","0.16","0.10","-","5,384.0","4,953.8","998,920","1,035,764"
"2015/05/19","5,360.0","5,460.0","5,340.0","5,420.0","+90.0","861,600","109,900","14,800","0.13","0.10","-","5,380.0","4,990.6","941,500","1,040,360"
"2015/05/20","5,500.0","5,500.0","5,390.0","5,410.0","-10.0","623,400","103,100","14,300","0.14","0.10","-","5,376.0","5,028.8","885,420","1,041,984"
"2015/05/21","5,410.0","5,500.0","5,400.0","5,470.0","+60.0","775,400","125,200","13,100","0.10","0.10","-","5,396.0","5,067.6","843,400","1,049,508"
"2015/05/22","5,450.0","5,470.0","5,400.0","5,420.0","-50.0","448,500","112,600","14,300","0.13","0.10","-","5,410.0","5,103.6","708,020","1,046,860"
