"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/04/28","5,013.0","5,085.0","5,004.0","5,065.0","+15.0","2,003,100","63,700","138,500","2.17","-","-","5,068.0","4,977.0","2,469,040","2,611,676"
"2015/04/30","5,035.0","5,089.0","5,011.0","5,021.0","-44.0","2,690,900","66,200","120,300","1.82","-","-","5,048.0","4,985.3","2,438,480","2,616,112"
"2015/05/01","5,000.0","5,018.0","4,972.0","5,006.0","-15.0","2,461,200","50,000","138,200","2.76","-","-","5,039.2","4,994.8","2,246,960","2,610,888"
"2015/05/07","4,952.5","4,968.5","4,892.0","4,898.0","-108.0","2,819,900","35,700","173,600","4.86","-","-","5,008.0","5,000.9","2,381,320","2,618,524"
"2015/05/08","4,861.0","4,917.5","4,860.5","4,898.0","0.0","3,029,800","28,600","102,600","3.59","-","-","4,977.6","5,006.0","2,600,980","2,663,612"
"2015/05/11","4,950.0","4,977.5","4,887.0","4,911.5","+13.5","2,325,000","26,000","127,400","4.90","-","-","4,947.0","5,009.8","2,665,360","2,611,324"
"2015/05/12","4,650.0","4,749.5","4,622.5","4,749.5","-162.0","7,214,800","4,900","367,500","75.00","-","-","4,892.8","5,009.6","3,570,140","2,753,488"
"2015/05/13","4,681.5","4,700.0","4,635.5","4,650.5","-99.0","6,776,100","8,500","358,500","42.18","-","-","4,821.8","5,000.0","4,433,120","2,851,828"
"2015/05/14","4,645.0","4,678.5","4,627.0","4,632.5","-18.0","4,361,500","2,800","300,800","107.43","-","-","4,768.8","4,985.4","4,741,440","2,870,628"
"2015/05/15","4,650.0","4,657.0","4,625.0","4,641.0","+8.5","2,528,500","8,200","253,300","30.89","-","-","4,717.4","4,971.0","4,641,180","2,887,944"
"2015/05/18","4,673.0","4,709.5","4,654.0","4,703.0","+62.0","3,055,300","2,700","244,900","90.70","-","-","4,675.6","4,956.7","4,787,240","2,886,676"
"2015/05/19","4,750.0","4,751.0","4,721.0","4,722.5","+19.5","3,826,400","5,500","211,000","38.36","-","-","4,670.2","4,944.4","4,109,560","2,919,952"
"2015/05/20","4,771.5","4,873.0","4,730.0","4,825.0","+102.5","4,711,600","1,800","165,000","91.67","-","-","4,705.0","4,934.8","3,696,660","3,037,060"
"2015/05/21","4,847.5","4,869.0","4,793.5","4,798.5","-26.5","3,211,100","44,800","133,400","2.98","-","-","4,738.2","4,925.4","3,466,580","3,068,300"
"2015/05/22","4,837.5","4,864.5","4,828.5","4,857.0","+58.5","3,380,500","4,300","245,900","57.19","-","-","4,781.4","4,918.6","3,636,980","3,130,176"
"2015/05/25","4,880.0","4,897.0","4,852.0","4,868.5","+11.5","2,193,200","10,900","158,100","14.50","-","-","4,814.6","4,912.5","3,464,560","3,148,844"
"2015/05/26","4,871.5","4,927.5","4,865.0","4,909.0","+40.5","2,608,100","4,700","124,200","26.43","-","-","4,851.8","4,908.5","3,220,900","3,163,724"
"2015/05/27","4,940.0","5,019.0","4,913.0","5,001.0","+92.0","3,714,300","8,500","99,000","11.65","-","-","4,887.0","4,905.8","3,021,440","3,219,668"
"2015/05/28","5,074.0","5,151.0","5,065.0","5,133.0","+132.0","5,520,000","18,100","64,200","3.55","-","-","4,953.8","4,909.4","3,483,220","3,351,656"
"2015/05/29","5,133.0","5,182.0","5,080.0","5,176.0","+43.0","5,654,600","23,300","47,300","2.03","-","-","5,017.6","4,916.4","3,938,040","3,508,080"
"2015/06/01","5,120.0","5,180.0","5,117.0","5,175.0","-1.0","3,208,500","42,200","36,300","0.86","0.00","-","5,078.8","4,916.8","4,141,100","3,505,460"
"2015/06/02","5,104.0","5,105.0","4,995.0","5,007.0","-168.0","5,558,900","14,900","284,100","19.07","-","-","5,098.4","4,912.2","4,731,260","3,614,068"
"2015/06/03","4,920.0","4,928.5","4,851.0","4,911.5","-95.5","5,515,100","4,800","306,800","63.92","-","-","5,080.6","4,906.7","5,091,420","3,697,920"
"2015/06/04","4,929.5","4,934.0","4,857.0","4,862.0","-49.5","5,193,500","3,900","351,700","90.18","-","-","5,026.4","4,899.0","5,026,120","3,819,736"
"2015/06/05","4,897.5","4,899.5","4,822.5","4,854.5","-7.5","3,733,200","5,700","210,200","36.88","-","-","4,962.2","4,891.2","4,641,840","3,891,804"
"2015/06/08","4,897.5","4,898.0","4,803.0","4,817.0","-37.5","3,140,300","3,800","265,000","69.74","-","-","4,890.6","4,881.3","4,628,200","3,937,292"
"2015/06/09","4,777.0","4,779.0","4,692.5","4,693.5","-123.5","6,170,800","14,400","403,000","27.99","-","-","4,828.0","4,868.2","4,750,580","4,076,488"
"2015/06/10","4,703.5","4,779.5","4,700.0","4,703.5","+10.0","4,298,500","10,400","248,100","23.86","-","-","4,786.4","4,856.1","4,507,260","4,149,980"
"2015/06/11","4,750.0","4,757.5","4,680.0","4,714.0","+10.5","5,081,500","12,700","285,400","22.47","-","-","4,756.8","4,848.8","4,484,860","4,240,444"
"2015/06/12","4,644.0","4,730.0","4,644.0","4,705.0","-9.0","6,361,800","7,300","332,400","45.53","-","-","4,726.8","4,841.0","5,010,580","4,373,724"
"2015/06/15","4,682.0","4,702.0","4,651.5","4,700.0","-5.0","2,699,300","400","360,800","902.00","-","-","4,703.4","4,832.6","4,922,380","4,388,696"
"2015/06/16","4,700.0","4,702.5","4,654.5","4,689.0","-11.0","3,101,200","4,200","362,600","86.33","-","-","4,702.4","4,830.1","4,308,460","4,224,152"
"2015/06/17","4,729.0","4,732.0","4,663.0","4,692.5","+3.5","2,701,000","100","350,000","3,500.00","-","-","4,700.2","4,831.8","3,988,960","4,061,148"
"2015/06/18","4,700.0","4,702.5","4,661.0","4,661.0","-31.5","2,801,400","4,200","371,800","88.52","-","-","4,689.6","4,832.9","3,532,940","3,998,744"
"2015/06/19","4,668.5","4,760.0","4,666.5","4,760.0","+99.0","6,648,600","16,900","334,200","19.78","-","-","4,700.6","4,837.7","3,590,300","4,163,548"
"2015/06/22","4,760.0","4,780.0","4,735.5","4,780.0","+20.0","2,488,700","3,400","338,100","99.44","-","-","4,716.6","4,840.8","3,548,180","4,140,884"
"2015/06/23","4,813.0","4,839.5","4,786.0","4,837.0","+57.0","3,379,700","33,200","224,100","6.75","-","-","4,746.2","4,845.3","3,603,880","4,123,016"
"2015/06/24","4,850.0","4,859.0","4,831.5","4,838.0","+1.0","3,324,700","3,100","250,400","80.77","-","-","4,775.2","4,845.8","3,728,620","4,067,540"
"2015/06/25","4,839.5","4,840.0","4,756.0","4,756.0","-82.0","3,804,300","3,000","267,400","89.13","-","-","4,794.2","4,844.1","3,929,200","4,091,268"
"2015/06/26","4,701.0","4,729.5","4,661.5","4,695.0","-61.0","3,417,100","12,800","405,200","31.66","-","-","4,781.2","4,837.6","3,282,900","4,092,732"
"2015/06/29","4,555.0","4,609.0","4,536.5","4,543.5","-151.5","4,144,900","3,000","360,700","120.23","-","-","4,734.0","4,824.6","3,614,140","4,170,800"
"2015/06/30","4,540.0","4,558.5","4,511.5","4,527.5","-16.0","3,964,200","3,400","340,900","100.26","-","-","4,672.2","4,809.4","3,731,040","4,225,044"
"2015/07/01","4,548.0","4,556.0","4,501.0","4,502.0","-25.5","2,869,500","3,300","410,500","124.39","-","-","4,605.0","4,789.4","3,640,000","4,191,252"
"2015/07/02","4,547.5","4,578.5","4,512.0","4,541.5","+39.5","3,074,900","10,600","371,500","35.05","-","-","4,562.2","4,765.8","3,494,120","4,093,448"
"2015/07/03","4,540.0","4,612.5","4,530.5","4,606.5","+65.0","2,126,600","5,200","310,100","59.63","-","-","4,544.6","4,743.0","3,236,020","3,952,328"
"2015/07/06","4,536.5","4,559.0","4,507.5","4,538.0","-68.5","2,670,000","3,200","338,600","105.81","-","-","4,543.4","4,717.6","2,941,040","3,930,788"
"2015/07/07","4,608.0","4,619.0","4,546.0","4,576.5","+38.5","2,809,100","3,600","311,500","86.53","-","-","4,553.2","4,700.4","2,710,020","3,820,796"
"2015/07/08","4,577.0","4,614.0","4,492.0","4,492.0","-84.5","4,212,600","3,300","319,500","96.82","-","-","4,551.2","4,683.6","2,978,640","3,768,696"
"2015/07/09","4,401.0","4,461.5","4,300.0","4,451.0","-41.0","4,716,400","3,500","302,200","86.34","-","-","4,533.0","4,667.1","3,306,940","3,749,612"
"2015/07/10","4,440.0","4,483.5","4,386.0","4,407.0","-44.0","5,829,800","4,900","426,500","87.04","-","-","4,493.0","4,649.2","4,047,580","3,833,476"
