"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/03/13","12,350.0","12,500.0","11,980.0","12,430.0","+580.0","556,900","61,200","9,200","0.15","0.20","-","11,650.0","10,878.0","299,680","260,016"
"2015/03/16","12,410.0","12,960.0","12,350.0","12,610.0","+180.0","456,700","57,800","12,500","0.22","0.15","-","11,880.0","10,979.2","359,740","264,432"
"2015/03/17","12,600.0","12,910.0","12,480.0","12,620.0","+10.0","424,300","49,300","10,100","0.20","0.15","-","12,162.0","11,071.2","380,820","267,828"
"2015/03/18","12,630.0","12,660.0","12,410.0","12,550.0","-70.0","172,300","38,000","11,200","0.29","0.15","-","12,412.0","11,171.2","393,780","262,060"
"2015/03/19","12,430.0","12,490.0","12,210.0","12,310.0","-240.0","228,400","36,300","27,400","0.75","0.15","-","12,504.0","11,249.2","367,720","262,188"
"2015/03/20","12,300.0","12,320.0","12,130.0","12,300.0","-10.0","213,300","33,100","20,700","0.63","0.00","-","12,478.0","11,321.2","299,000","259,224"
"2015/03/23","12,520.0","12,900.0","12,410.0","12,820.0","+520.0","344,400","40,100","7,200","0.18","0.15","-","12,520.0","11,428.4","276,540","263,296"
"2015/03/24","12,850.0","12,860.0","12,470.0","12,520.0","-300.0","372,800","34,800","17,100","0.49","0.00","-","12,500.0","11,516.0","266,240","272,800"
"2015/03/25","12,520.0","12,820.0","12,520.0","12,790.0","+270.0","250,400","36,900","11,600","0.31","0.15","-","12,548.0","11,608.8","281,860","277,360"
"2015/03/26","12,750.0","12,880.0","12,520.0","12,750.0","-40.0","441,300","41,300","6,300","0.15","0.00","-","12,636.0","11,702.4","324,440","287,496"
"2015/03/27","12,390.0","12,500.0","11,930.0","12,150.0","-600.0","371,700","26,000","13,100","0.50","0.00","-","12,606.0","11,776.4","356,120","293,232"
"2015/03/30","12,170.0","12,320.0","12,020.0","12,280.0","+130.0","190,300","24,000","13,300","0.55","0.00","-","12,498.0","11,846.8","325,300","292,916"
"2015/03/31","12,440.0","12,460.0","12,150.0","12,280.0","0.0","285,600","23,400","14,100","0.60","0.00","-","12,450.0","11,922.0","307,860","295,612"
"2015/04/01","12,260.0","12,260.0","11,860.0","11,870.0","-410.0","265,800","18,600","29,000","1.56","-","-","12,266.0","11,958.8","310,940","288,776"
