"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2014/11/06","438.0","454.0","427.0","430.0","-9.0","88,967,500","3,470,200","2,878,400","0.83","0.00","-","412.2","367.2","75,939,780","34,958,720"
"2014/11/07","440.0","444.0","433.0","436.0","+6.0","48,402,500","3,841,100","4,426,400","1.15","-","-","421.4","369.4","77,329,420","36,728,764"
"2014/11/10","434.0","446.0","432.0","439.0","+3.0","38,918,300","4,153,700","3,303,200","0.80","0.00","-","429.8","372.0","78,393,700","37,917,232"
"2014/11/11","442.0","445.0","437.0","439.0","0.0","30,047,900","4,368,500","4,398,900","1.01","-","-","436.6","374.9","78,709,440","38,821,956"
"2014/11/12","444.0","444.0","434.0","435.0","-4.0","20,441,700","4,375,900","3,126,800","0.71","0.00","-","435.8","377.6","45,355,580","39,478,744"
"2014/11/13","437.0","443.0","434.0","439.0","+4.0","25,620,600","4,381,300","4,063,600","0.93","0.00","-","437.6","380.4","32,686,200","40,250,644"
"2014/11/14","441.0","449.0","431.0","442.0","+3.0","35,392,800","4,423,600","3,726,000","0.84","0.00","-","438.8","383.4","30,084,260","41,449,216"
"2014/11/17","441.0","442.0","432.0","435.0","-7.0","18,775,100","4,520,000","4,885,800","1.08","-","-","438.0","386.4","26,055,620","41,870,220"
"2014/11/18","437.0","443.0","435.0","442.0","+7.0","21,226,200","5,101,700","5,135,900","1.01","-","-","438.6","390.0","24,291,280","42,406,536"
"2014/11/19","442.0","470.0","441.0","464.0","+22.0","102,502,700","5,881,800","7,804,800","1.33","-","-","444.4","395.0","40,703,480","46,076,408"
"2014/11/20","460.0","464.0","445.0","445.0","-19.0","37,499,800","4,705,500","8,915,700","1.89","-","-","445.6","399.1","43,079,320","47,315,132"
"2014/11/21","452.0","454.0","436.0","444.0","-1.0","34,592,200","4,865,800","7,176,700","1.47","-","-","446.0","404.0","42,919,200","47,933,676"
"2014/11/25","441.0","445.0","436.0","439.0","-5.0","16,363,400","4,204,300","4,589,200","1.09","-","-","446.8","408.6","42,436,860","48,019,544"
"2014/11/26","438.0","443.0","438.0","438.0","-1.0","11,698,400","4,105,400","4,642,000","1.13","-","-","446.0","412.8","40,531,300","48,122,252"
"2014/11/27","439.0","441.0","427.0","427.0","-11.0","16,621,200","4,090,800","5,426,800","1.33","-","-","438.6","416.7","23,355,000","48,403,728"
"2014/11/28","428.0","434.0","425.0","434.0","+7.0","14,203,400","4,028,200","5,218,900","1.30","-","-","436.4","420.5","18,695,720","48,606,300"
"2014/12/01","435.0","439.0","433.0","433.0","-1.0","10,012,800","4,375,600","4,837,400","1.11","-","-","434.2","424.3","13,779,840","48,707,084"
"2014/12/02","434.0","438.0","433.0","438.0","+5.0","6,968,600","4,391,400","4,127,400","0.94","0.00","-","434.0","428.3","11,900,880","48,800,400"
"2014/12/03","440.0","448.0","439.0","442.0","+4.0","14,491,100","4,516,700","4,588,200","1.02","-","-","434.8","430.2","12,459,420","43,459,212"
"2014/12/04","445.0","452.0","441.0","441.0","-1.0","17,611,400","4,597,700","5,130,600","1.12","-","-","437.6","432.4","12,657,460","40,669,848"
"2014/12/05","444.0","447.0","439.0","440.0","-1.0","12,087,600","4,445,200","4,479,500","1.01","-","-","438.8","434.1","12,234,300","36,527,064"
"2014/12/08","442.0","443.0","437.0","439.0","-1.0","9,212,500","4,648,000","4,131,900","0.89","0.00","-","440.0","436.0","12,074,240","35,237,392"
"2014/12/09","437.0","442.0","436.0","441.0","+2.0","9,688,400","4,708,200","5,228,800","1.11","-","-","440.6","437.8","12,618,200","34,281,052"
"2014/12/10","439.0","447.0","438.0","440.0","-1.0","18,488,100","4,665,500","5,117,300","1.10","-","-","440.2","439.2","13,417,600","33,881,808"
"2014/12/11","437.0","449.0","426.0","445.0","+5.0","26,614,700","3,843,800","5,057,500","1.32","-","-","441.0","439.4","15,218,260","27,457,956"
"2014/12/12","449.0","474.0","445.0","463.0","+18.0","72,233,100","4,952,100","5,126,800","1.04","-","-","445.6","440.8","27,247,360","26,788,580"
"2014/12/15","451.0","470.0","433.0","433.0","-30.0","55,532,500","4,887,000","4,819,300","0.99","0.00","-","444.4","440.6","36,511,360","27,073,780"
"2014/12/16","430.0","440.0","422.0","426.0","-7.0","24,090,000","3,483,500","4,946,300","1.42","-","-","441.4","440.1","39,391,680","26,480,648"
"2014/12/17","430.0","435.0","426.0","430.0","+4.0","20,507,800","3,581,300","5,309,800","1.48","-","-","439.4","439.8","39,795,620","26,099,044"
"2014/12/18","450.0","466.0","441.0","459.0","+29.0","98,404,400","6,126,700","4,714,000","0.77","0.00","-","442.2","440.7","54,153,560","29,217,552"
"2014/12/19","466.0","475.0","454.0","459.0","0.0","46,639,100","5,775,000","5,634,000","0.98","0.00","-","441.4","441.5","49,034,760","30,058,292"
"2014/12/22","461.0","463.0","453.0","457.0","-2.0","22,017,700","5,267,000","4,830,100","0.92","0.00","-","446.2","442.1","42,331,800","29,523,288"
"2014/12/24","463.0","472.0","454.0","464.0","+7.0","56,093,500","4,335,500","5,155,900","1.19","-","-","453.8","443.3","48,732,500","31,016,024"
"2014/12/25","461.0","465.0","455.0","459.0","-5.0","22,846,000","3,474,400","6,064,600","1.75","-","-","459.6","444.0","49,200,140","31,080,816"
"2014/12/26","461.0","487.0","459.0","483.0","+24.0","72,318,400","4,640,800","9,722,200","2.09","-","-","464.4","444.7","43,982,940","29,873,444"
"2014/12/29","491.0","515.0","486.0","505.0","+22.0","121,497,900","4,429,600","9,329,900","2.11","-","-","473.6","447.1","58,954,700","33,233,368"
"2014/12/30","503.0","510.0","492.0","492.0","-13.0","42,815,100","4,170,300","10,704,800","2.57","-","-","480.6","449.0","63,114,180","33,562,284"
"2015/01/05","499.0","510.0","494.0","505.0","+13.0","46,978,000","4,460,100","11,797,700","2.65","-","-","488.8","451.7","61,291,080","34,786,868"
"2015/01/06","498.0","518.0","498.0","501.0","-4.0","70,630,400","4,324,200","14,008,200","3.24","-","-","497.2","454.2","70,847,960","37,144,148"
"2015/01/07","507.0","513.0","486.0","488.0","-13.0","63,192,700","4,181,700","13,801,200","3.30","-","-","498.2","456.6","69,022,820","39,007,008"
"2015/01/08","495.0","501.0","481.0","492.0","+4.0","42,181,000","4,392,000","11,155,400","2.54","-","-","495.6","459.0","53,159,440","40,126,112"
"2015/01/09","496.0","498.0","485.0","489.0","-3.0","23,524,200","4,475,000","10,292,800","2.30","-","-","495.0","461.2","49,301,260","40,666,568"
"2015/01/13","485.0","485.0","468.0","484.0","-5.0","31,741,000","3,665,200","7,360,700","2.01","-","-","490.8","463.0","46,253,860","41,657,464"
"2015/01/14","480.0","485.0","473.0","474.0","-10.0","20,032,400","3,591,500","7,198,600","2.00","-","-","485.4","464.3","36,134,260","41,879,116"
"2015/01/15","474.0","484.0","470.0","480.0","+6.0","19,285,700","3,610,600","7,156,900","1.98","-","-","483.8","465.9","27,352,860","41,946,088"
"2015/01/16","474.0","479.0","460.0","472.0","-8.0","29,619,800","3,216,400","7,919,100","2.46","-","-","479.8","467.2","24,840,620","42,647,376"
"2015/01/19","472.0","475.0","467.0","470.0","-2.0","11,444,800","3,130,800","7,702,700","2.46","-","-","476.0","468.4","22,424,740","42,736,668"
"2015/01/20","471.0","480.0","471.0","478.0","+8.0","13,574,900","3,267,000","7,081,000","2.17","-","-","474.8","469.9","18,791,520","42,892,128"
"2015/01/21","481.0","483.0","470.0","475.0","-3.0","16,041,500","3,296,400","8,422,200","2.55","-","-","475.0","471.3","17,993,340","42,794,264"
"2015/01/22","478.0","483.0","473.0","475.0","0.0","14,211,600","3,329,100","8,107,100","2.44","-","-","474.0","472.5","16,978,520","42,298,140"
"2015/01/23","480.0","481.0","473.0","476.0","+1.0","8,942,700","3,322,600","8,607,900","2.59","-","-","474.8","473.0","12,843,100","39,766,524"
"2015/01/26","471.0","475.0","467.0","473.0","-3.0","9,249,100","3,392,600","8,668,500","2.56","-","-","475.4","474.6","12,403,960","37,915,188"
"2015/01/27","477.0","498.0","476.0","495.0","+22.0","50,308,100","3,616,800","9,055,900","2.50","-","-","478.8","477.4","19,750,600","38,963,912"
"2015/01/28","491.0","508.0","486.0","505.0","+10.0","55,317,100","3,707,400","9,018,900","2.43","-","-","484.8","480.4","27,605,720","40,356,284"
"2015/01/29","499.0","508.0","492.0","494.0","-11.0","28,264,900","3,738,600","8,523,600","2.28","-","-","488.6","481.8","30,416,380","37,550,704"
"2015/01/30","502.0","513.0","498.0","502.0","+8.0","60,011,300","3,737,800","6,438,900","1.72","-","-","493.8","483.5","40,630,100","38,085,592"
"2015/02/02","489.0","493.0","480.0","482.0","-20.0","40,353,100","3,476,400","6,525,100","1.88","-","-","495.6","484.5","46,850,900","38,819,008"
"2015/02/03","486.0","487.0","475.0","475.0","-7.0","18,560,400","3,264,600","5,423,200","1.66","-","-","491.6","484.9","40,501,360","37,317,684"
"2015/02/04","479.0","482.0","473.0","476.0","+1.0","12,694,400","3,264,800","4,260,500","1.30","-","-","485.8","485.6","31,976,820","36,911,620"
"2015/02/05","477.0","479.0","469.0","470.0","-6.0","17,598,500","3,182,700","4,617,500","1.45","-","-","481.0","485.1","29,843,540","34,722,824"
"2015/02/06","473.0","475.0","469.0","471.0","+1.0","10,519,000","3,256,400","4,659,500","1.43","-","-","474.8","483.7","19,945,080","30,283,668"
"2015/02/09","472.0","475.0","470.0","475.0","+4.0","10,234,900","3,207,400","4,764,700","1.49","-","-","473.4","483.0","13,921,440","28,980,460"
"2015/02/10","478.0","483.0","475.0","482.0","+7.0","14,351,800","3,261,200","4,442,800","1.36","-","-","474.8","482.1","13,079,720","27,675,412"
"2015/02/12","486.0","488.0","482.0","486.0","+4.0","17,470,500","3,331,000","4,260,000","1.28","-","-","476.8","481.5","14,034,940","25,549,016"
"2015/02/13","486.0","487.0","481.0","482.0","-4.0","12,668,800","3,288,900","4,473,300","1.36","-","-","479.2","481.3","13,049,000","23,528,060"
"2015/02/16","483.0","485.0","479.0","481.0","-1.0","8,501,600","3,267,800","4,284,400","1.31","-","-","481.2","480.8","12,645,520","22,180,884"
"2015/02/17","480.0","481.0","477.0","481.0","0.0","8,933,300","3,269,100","4,247,000","1.30","-","-","482.4","480.5","12,385,200","21,597,248"
"2015/02/18","480.0","481.0","473.0","475.0","-6.0","16,367,800","3,232,400","3,257,100","1.01","-","-","481.0","480.2","12,788,400","20,982,320"
"2015/02/19","474.0","482.0","474.0","479.0","+4.0","12,098,700","3,298,900","3,056,500","0.93","0.00","-","479.6","480.4","11,714,040","20,664,972"
"2015/02/20","481.0","482.0","478.0","479.0","0.0","6,597,200","3,352,300","4,378,400","1.31","-","-","479.0","480.3","10,499,720","20,157,432"
